9492	1177	4
36866	8216	12
12	9315	14
3392	4915	4
11395	2604	3
39900	169	6
33108	6077	9
33866	1317	19
626	7774	7
31742	477	2
146	5263	18
232	3315	9
106	5074	2
112	685	8
36456	2412	8
34512	7875	9
897	9725	2
8297	4865	4
12	1632	13
2368	2846	1
18696	5129	11
7554	2785	9
16561	8351	14
188	4186	19
265	7050	13
12939	284	1
38771	2660	5
2001	4545	6
334	8947	7
34241	3603	5
43824	3766	29
85	812	18
6886	1642	24
140	3524	6
19273	2396	0
42180	2170	10
3797	6645	6
1285	4891	11
1172	2651	16
58	9272	16
22178	7402	12
200	3334	6
14	4012	20
103	8814	5
44050	7009	11
374	3315	8
103	6925	5
1217	3277	9
25665	101	1
482	2969	21
146	9826	7
1726	7340	8
25931	9661	0
30841	645	16
1908	8237	5
1889	9108	22
7460	7218	1
101	7136	6
465	1801	0
8	5424	4
3246	8692	7
3633	1398	11
1414	7528	17
274	8406	8
5745	2643	1
101	2382	18
1336	3418	7
117	9217	18
145	3169	7
732	9443	2
518	1017	6
135	3099	0
112	5701	12
167	2112	9
14	9029	14
9394	6978	7
191	6422	7
7267	5579	7
38992	518	1
1283	4829	3
4492	7683	7
1523	3414	27
101	8942	8
8688	6332	0
14	1860	21
23015	7445	11
6984	6118	12
8115	7668	2
2466	9247	6
127	5065	0
101	7683	8
1543	6018	9
731	1507	7
284	7188	8
11140	1330	14
162	2925	6
122	9562	13
201	7742	1
29728	3001	6
29556	1553	5
7281	4067	4
2232	4430	0
4146	843	2
103	4962	6
34526	7311	3
439	5123	2
1165	5001	6
17668	9106	3
176	1343	6
251	3430	2
7870	817	0
85	7085	7
608	9064	20
8034	1743	0
862	7407	1
14	6817	12
31285	496	6
14	4480	9
112	805	26
170	540	7
12134	5178	7
7297	4520	4
12	4623	11
2325	1920	5
85	677	20
14	5134	9
37173	8542	11
23526	8724	9
9328	7896	10
5483	4583	3
1036	1839	11
101	422	19
124	4126	6
19025	3996	19
155	9915	5
1053	2718	15
30740	5575	20
2572	3904	3
726	8777	16
11594	801	9
1330	5829	12
7396	9575	12
14	488	9
127	5248	0
313	7870	5
11581	144	5
129	6148	18
219	5737	2
37119	3578	15
27694	2258	10
5641	4453	11
157	5842	23
12	736	9
8807	9933	23
199	2853	4
44299	6520	0
12940	17	2
12	7207	12
227	5170	1
121	7218	3
12856	361	11
102	2506	2
7222	9181	2
198	5770	26
153	1788	4
2104	3378	1
283	8763	1
117	5711	22
1210	479	1
42153	2396	23
800	3482	15
1351	7741	1
21166	4047	0
102	2670	8
31194	9994	9
10950	7525	8
956	447	9
104	8910	14
24506	7433	11
2691	1149	9
605	265	2
27090	9095	21
14	6500	9
1036	2178	11
328	2638	18
6579	9374	17
34556	389	28
148	1814	11
6496	4173	1
41556	6561	17
102	5578	7
263	5588	12
139	669	11
1668	2871	9
30102	5000	5
35144	6198	3
1092	8231	18
38170	1686	5
174	2781	8
20122	506	3
10032	7279	8
41233	8888	33
778	2287	13
102	7338	20
547	3821	9
5463	6229	0
102	2018	5
118	6836	3
19483	8170	5
132	4732	14
38933	3677	17
10644	8580	2
108	7920	3
166	5837	11
28229	5058	7
12	5991	6
638	5773	3
30411	782	10
28390	3665	12
11886	9097	7
439	2438	0
4152	3083	1
14	3837	38
107	9023	0
115	5446	2
12	1359	4
700	7581	4
107	8146	0
107	8696	0
236	897	12
2909	5415	7
200	6251	5
107	7445	0
44002	581	9
1135	3928	11
104	7714	26
12	5536	6
9295	6363	13
287	4415	1
4431	9843	14
101	9826	13
29051	239	13
12118	661	7
16833	8500	9
104	3745	2
434	8745	9
261	5138	4
2315	5918	18
468	3170	2
14	6543	17
7516	9535	3
271	1351	18
6065	3433	16
8	6234	4
521	9450	1
12	6657	7
277	8886	12
229	7602	4
13981	7828	7
3541	560	14
1383	4705	4
101	2125	3
197	2242	1
4042	1619	18
2840	609	4
239	493	9
