101	2652	3	12.46
105	161	8	11.86
142	388	3	19.17
190	219	7	58.93
101	423	10	29.01
431	1775	6	90.52
242	101	38	176.25
1713	14	9	48.88
659	14	5	5.9
530	105	20	137.95
3113	103	3	18.41
363	339	3	27.6
103	1750	6	38.8
107	535	6	27.26
272	106	3	4.86
616	340	3	31.09
12	4286	3	13.42
101	2907	4	19.94
150	1716	3	29.7
302	283	4	36.2
540	115	6	39.95
484	104	3	6.69
155	222	28	304.52
138	197	6	36.44
7186	105	3	25.27
366	14	7	5.43
121	412	3	15.74
104	3214	5	41.99
12	1675	3	6.99
2526	105	5	33.81
8	203	75	689.02
101	3830	3	16.15
101	1592	3	8.83
2779	382	5	77.88
466	109	3	11.87
943	12	3	4.07
402	966	6	80.64
4188	612	3	48.21
1388	14	9	38.72
118	117	5	6.43
262	698	4	43.26
113	143	4	8.05
117	758	4	27.16
107	283	14	68.46
101	472	12	43.16
3425	4209	4	87.08
102	425	3	4.4
101	1284	12	82.36
337	418	4	40.67
107	1564	3	15.39
110	149	31	180.96
697	9	3	12.93
449	108	8	45.23
1	58	5	49.88
250	117	3	11.48
1007	764	3	39.67
3009	105	4	26.12
103	339	4	7.87
1409	362	3	36.59
105	2046	3	14.84
1489	16	3	25
12	3045	4	16.33
311	574	3	30.14
148	2510	5	60.07
113	726	3	17.02
643	12	5	7.9
12	166	89	415.14
101	1024	7	29.09
127	2483	3	27.95
101	904	9	40.29
1587	103	5	28.1
107	1048	4	20.07
107	944	5	26.89
1980	14	3	6.39
101	769	3	5.35
1016	139	3	25.12
104	163	5	3.9
104	1369	3	12.54
3586	12	3	11.3
6844	105	3	25.27
1951	14	6	23.86
900	14	5	8.78
406	1551	3	37.93
102	632	3	6.43
108	13	6	12.4
1786	12	3	6.99
109	920	4	23.57
4644	108	3	25.62
101	901	4	10.24
2395	103	4	23.97
2521	106	5	36.27
562	136	4	30.51
1645	103	3	13.08
289	14	12	14.86
155	4425	3	37.7
419	1298	4	52.18
123	115	6	10.64
3315	889	3	48.62
1382	12	3	5.77
149	5972	3	41.14
129	294	6	39.73
293	104	3	3.92
103	393	6	18.32
103	513	3	6.98
1144	105	7	41.22
1879	108	3	19.59
101	784	7	24.7
925	108	7	49.66
4667	14	4	21.72
1097	105	13	109.58
104	218	6	11.08
104	119	12	4.73
4915	104	3	20.73
131	12	20	5.57
121	1298	4	32.85
1032	12	5	12.39
2108	106	3	16.29
108	917	3	14.84
2452	105	5	33.81
151	157	3	13.28
940	368	10	147.81
1001	12	4	7.52
107	1513	5	32.02
101	1287	8	39.89
103	831	4	15.29
299	487	4	41.13
348	14	21	58.71
168	148	3	13.78
105	134	23	53.38
109	412	3	10.95
750	14	7	14.65
1730	104	3	13.92
111	3452	3	26.28
1802	14	6	21.54
5021	14	4	21.72
6013	14	3	16.29
3018	117	4	39
425	105	9	37.29
103	2087	5	31.31
3634	6992	3	64.06
3099	610	3	45.98
2797	276	3	39.42
131	395	16	158.3
1164	101	5	17.51
1387	105	10	77.6
102	515	3	5.57
738	3128	3	47.49
1363	1011	4	60.92
6502	12	3	17.82
115	604	3	16
1633	14	3	5.03
597	14	5	5.19
16	2	12	45.21
106	746	3	10.55
3219	101	3	13.99
12	4241	3	13.42
142	3065	3	33.35
205	102	9	17.32
1636	521	3	39.74
2021	12	3	7.76
109	256	3	8.07
1081	102	4	15.56
721	703	3	36.98
3446	12	3	11.3
107	974	4	19.45
12	443	5	4.8
142	724	4	33.48
4958	101	3	16.15
1465	101	4	14.38
285	4306	4	64.05
347	101	5	6.08
175	6730	3	43.9
101	3291	5	34.31
12	4106	3	13.42
124	793	15	169.75
2963	126	3	29.13
121	7214	3	36.06
